joystick value y, joystick twist, right encoder, left encoder, 
, , rpm, rpm,  
0.03937007851, 0.0, 132.0, -1.0, 
0.039370078, 0.0, 133.0, -1.0, 
0.03149606206, 0.0, 134.0, -1.0, 
0.03149606206, 0.0, 135.0, -1.0, 
0.02362204705, 0.0, 136.0, -1.0, 
0.023622047, 0.0, 137.0, -1.0, 
0.01574803103, 0.0, 138.0, -1.0, 
0.0157480313, 0.0, 139.0, -1.0, 
0.0157480313, 0.0, 140.0, -1.0, 
0.0157480313, 0.0, 141.0, -1.0, 
0.0157480313, 0.0, 142.0, -1.0, 
0.01574803103, 0.0, 143.0, -1.0, 
0.0157480313, 0.0, 144.0, -1.0, 
0.0157480313, 0.0, 145.0, -1.0, 
0.015748031, 0.0, 146.0, -1.0, 
0.015748031, 0.0, 147.0, -1.0, 
0.00787401, 0.0, 148.0, -1.0, 
0.00787402, 0.0, 149.0, -1.0, 
0.0078740, 0.0, 150.0, -1.0

